102051 silly lifecycle grunt-newer@0.7.0~preinstall: no script for preinstall, continuing
110919 silly lifecycle lodash@2.4.2~install: no script for install, continuing
110920 silly install grunt-karma@0.8.3 /media/ram/Main Drive/hackathon-revamped/node_modules/.staging/grunt-karma-377297fc
110921 info lifecycle grunt-karma@0.8.3~install: grunt-karma@0.8.3
110922 silly lifecycle grunt-karma@0.8.3~install: no script for install, continuing
110923 silly install grunt-env@0.4.4 /media/ram/Main Drive/hackathon-revamped/node_modules/.staging/grunt-env-822f4448
110924 info lifecycle grunt-env@0.4.4~install: grunt-env@0.4.4
110925 silly lifecycle grunt-env@0.4.4~install: no script for install, continuing
110926 silly install lodash._isnative@2.4.1 /media/ram/Main Drive/hackathon-revamped/node_modules/.staging/lodash._isnative-52cecc50
110927 info lifecycle lodash._isnative@2.4.1~install: lodash._isnative@2.4.1
110928 silly lifecycle lodash._isnative@2.4.1~install: no script for install, continuing
110929 silly install lodash._objecttypes@2.4.1 /media/ram/Main Drive/hackathon-revamped/node_modules/.staging/lodash._objecttypes-c0a8d0ff
110930 info lifecycle lodash._objecttypes@2.4.1~install: lodash._objecttypes@2.4.1
110931 silly lifecycle lodash._objecttypes@2.4.1~install: no script for install, continuing
110932 silly install lodash.isfunction@2.4.1 /media/ram/Main Drive/hackathon-revamped/node_modules/.staging/lodash.isfunction-6eba11ad
110933 info lifecycle lodash.isfunction@2.4.1~install: lodash.isfunction@2.4.1
110934 silly lifecycle lodash.isfunction@2.4.1~install: no script for install, continuing
110935 silly install lodash.isobject@2.4.1 /media/ram/Main Drive/hackathon-revamped/node_modules/.staging/lodash.isobject-c86f827d
110936 info lifecycle lodash.isobject@2.4.1~install: lodash.isobject@2.4.1
110937 silly lifecycle lodash.isobject@2.4.1~install: no script for install, continuing
110938 silly install lodash.now@2.4.1 /media/ram/Main Drive/hackathon-revamped/node_modules/.staging/lodash.now-ec338c93
110939 info lifecycle lodash.now@2.4.1~install: lodash.now@2.4.1
110940 silly lifecycle lodash.now@2.4.1~install: no script for install, continuing
110941 silly install lodash.debounce@2.4.1 /media/ram/Main Drive/hackathon-revamped/node_modules/.staging/lodash.debounce-169ad52d
110942 info lifecycle lodash.debounce@2.4.1~install: lodash.debounce@2.4.1
110943 silly lifecycle lodash.debounce@2.4.1~install: no script for install, continuing
110944 silly install isarray@0.0.1 /media/ram/Main Drive/hackathon-revamped/node_modules/.staging/isarray-20d9a211
110945 info lifecycle isarray@0.0.1~install: isarray@0.0.1
110946 silly lifecycle isarray@0.0.1~install: no script for install, continuing
110947 silly install readable-stream@1.0.34 /media/ram/Main Drive/hackathon-revamped/node_modules/.staging/readable-stream-f5b3ef65
110948 info lifecycle readable-stream@1.0.34~install: readable-stream@1.0.34
110949 silly lifecycle readable-stream@1.0.34~install: no script for install, continuing
110950 silly install log4js@0.6.38 /media/ram/Main Drive/hackathon-revamped/node_modules/.staging/log4js-ebc5be1c
110951 info lifecycle log4js@0.6.38~install: log4js@0.6.38
110952 silly lifecycle log4js@0.6.38~install: no script for install, continuing
110953 silly install lower-case@1.1.3 /media/ram/Main Drive/hackathon-revamped/node_modules/.staging/lower-case-8e40f3b8
110954 info lifecycle lower-case@1.1.3~install: lower-case@1.1.3
110955 silly lifecycle lower-case@1.1.3~install: no script for install, continuing
110956 silly install is-lower-case@1.1.3 /media/ram/Main Drive/hackathon-revamped/node_modules/.staging/is-lower-case-e2913272
110957 info lifecycle is-lower-case@1.1.3~install: is-lower-case@1.1.3
110958 silly lifecycle is-lower-case@1.1.3~install: no script for install, continuing
110959 silly install lpad@0.2.1 /media/ram/Main Drive/hackathon-revamped/node_modules/.staging/lpad-783f1ddb
110960 info lifecycle lpad@0.2.1~install: lpad@0.2.1
110961 silly lifecycle lpad@0.2.1~install: no script for install, continuing
110962 silly install lru-queue@0.1.0 /media/ram/Main Drive/hackathon-revamped/node_modules/.staging/lru-queue-3dc01d25
110963 info lifecycle lru-queue@0.1.0~install: lru-queue@0.1.0
110964 silly lifecycle lru-queue@0.1.0~install: no script for install, continuing
110965 silly install ansi-styles@1.0.0 /media/ram/Main Drive/hackathon-revamped/node_modules/.staging/ansi-styles-1eadc6c4
110966 info lifecycle ansi-styles@1.0.0~install: ansi-styles@1.0.0
110967 silly lifecycle ansi-styles@1.0.0~install: no script for install, continuing
110968 silly install strip-ansi@0.1.1 /media/ram/Main Drive/hackathon-revamped/node_modules/.staging/strip-ansi-50ba5239
110969 info lifecycle strip-ansi@0.1.1~install: strip-ansi@0.1.1
110970 silly lifecycle strip-ansi@0.1.1~install: no script for install, continuing
110971 silly install chalk@0.4.0 /media/ram/Main Drive/hackathon-revamped/node_modules/.staging/chalk-f00e7cfd
110972 info lifecycle chalk@0.4.0~install: chalk@0.4.0
110973 silly lifecycle chalk@0.4.0~install: no script for install, continuing
110974 silly install media-typer@0.2.0 /media/ram/Main Drive/hackathon-revamped/node_modules/.staging/media-typer-768783e3
110975 info lifecycle media-typer@0.2.0~install: media-typer@0.2.0
110976 silly lifecycle media-typer@0.2.0~install: no script for install, continuing
110977 silly install type-is@1.3.2 /media/ram/Main Drive/hackathon-revamped/node_modules/.staging/type-is-77d25d49
110978 info lifecycle type-is@1.3.2~install: type-is@1.3.2
110979 silly lifecycle type-is@1.3.2~install: no script for install, continuing
110980 silly install methods@1.0.0 /media/ram/Main Drive/hackathon-revamped/node_modules/.staging/methods-d7c85720
110981 info lifecycle methods@1.0.0~install: methods@1.0.0
110982 silly lifecycle methods@1.0.0~install: no script for install, continuing
110983 silly install minijasminenode@1.1.1 /media/ram/Main Drive/hackathon-revamped/node_modules/.staging/minijasminenode-6d6402aa
110984 info lifecycle minijasminenode@1.1.1~install: minijasminenode@1.1.1
110985 silly lifecycle minijasminenode@1.1.1~install: no script for install, continuing
110986 silly install mkpath@0.1.0 /media/ram/Main Drive/hackathon-revamped/node_modules/.staging/mkpath-77de7727
110987 info lifecycle mkpath@0.1.0~install: mkpath@0.1.0
110988 silly lifecycle mkpath@0.1.0~install: no script for install, continuing
110989 silly install commander@2.0.0 /media/ram/Main Drive/hackathon-revamped/node_modules/.staging/commander-b1f51259
110990 info lifecycle commander@2.0.0~install: commander@2.0.0
110991 silly lifecycle commander@2.0.0~install: no script for install, continuing
110992 silly install diff@1.0.7 /media/ram/Main Drive/hackathon-revamped/node_modules/.staging/diff-3dbb072f
110993 info lifecycle diff@1.0.7~install: diff@1.0.7
110994 silly lifecycle diff@1.0.7~install: no script for install, continuing
110995 silly install graceful-fs@2.0.3 /media/ram/Main Drive/hackathon-revamped/node_modules/.staging/graceful-fs-96983a5e
110996 info lifecycle graceful-fs@2.0.3~install: graceful-fs@2.0.3
110997 silly lifecycle graceful-fs@2.0.3~install: no script for install, continuing
110998 silly install glob@3.2.3 /media/ram/Main Drive/hackathon-revamped/node_modules/.staging/glob-218ef328
110999 info lifecycle glob@3.2.3~install: glob@3.2.3
111000 silly lifecycle glob@3.2.3~install: no script for install, continuing
111001 silly install mkdirp@0.3.5 /media/ram/Main Drive/hackathon-revamped/node_modules/.staging/mkdirp-d5bd27e0
111002 info lifecycle mkdirp@0.3.5~install: mkdirp@0.3.5
111003 silly lifecycle mkdirp@0.3.5~install: no script for install, continuing
111004 silly install mocha@1.18.2 /media/ram/Main Drive/hackathon-revamped/node_modules/.staging/mocha-e599c9fe
111005 info lifecycle mocha@1.18.2~install: mocha@1.18.2
111006 silly lifecycle mocha@1.18.2~install: no script for install, continuing
111007 silly install grunt-mocha-test@0.10.2 /media/ram/Main Drive/hackathon-revamped/node_modules/.staging/grunt-mocha-test-de13d54d
111008 info lifecycle grunt-mocha-test@0.10.2~install: grunt-mocha-test@0.10.2
111009 silly lifecycle grunt-mocha-test@0.10.2~install: no script for install, continuing
111010 silly install readable-stream@2.1.5 /media/ram/Main Drive/hackathon-revamped/node_modules/.staging/readable-stream-7c0a5415
111011 info lifecycle readable-stream@2.1.5~install: readable-stream@2.1.5
111012 silly lifecycle readable-stream@2.1.5~install: no script for install, continuing
111013 silly install ms@0.1.0 /media/ram/Main Drive/hackathon-revamped/node_modules/.staging/ms-39bad08c
111014 info lifecycle ms@0.1.0~install: ms@0.1.0
111015 silly lifecycle ms@0.1.0~install: no script for install, continuing
111016 silly install readable-stream@2.1.5 /media/ram/Main Drive/hackathon-revamped/node_modules/.staging/readable-stream-288f7a7b
111017 info lifecycle readable-stream@2.1.5~install: readable-stream@2.1.5
111018 silly lifecycle readable-stream@2.1.5~install: no script for install, continuing
111019 silly install readdirp@0.2.5 /media/ram/Main Drive/hackathon-revamped/node_modules/.staging/readdirp-fa5d01fb
111020 info lifecycle readdirp@0.2.5~install: readdirp@0.2.5
111021 silly lifecycle readdirp@0.2.5~install: no script for install, continuing
111022 silly install monocle@0.1.48 /media/ram/Main Drive/hackathon-revamped/node_modules/.staging/monocle-be37b7c7
111023 info lifecycle monocle@0.1.48~install: monocle@0.1.48
111024 silly lifecycle monocle@0.1.48~install: no script for install, continuing
111025 silly install bytes@0.3.0 /media/ram/Main Drive/hackathon-revamped/node_modules/.staging/bytes-846369ca
111026 info lifecycle bytes@0.3.0~install: bytes@0.3.0
111027 silly lifecycle bytes@0.3.0~install: no script for install, continuing
111028 silly install mout@0.9.1 /media/ram/Main Drive/hackathon-revamped/node_modules/.staging/mout-e653c92a
111029 info lifecycle mout@0.9.1~install: mout@0.9.1
111030 silly lifecycle mout@0.9.1~install: no script for install, continuing
111031 silly install mpath@0.1.1 /media/ram/Main Drive/hackathon-revamped/node_modules/.staging/mpath-a8e2124c
111032 info lifecycle mpath@0.1.1~install: mpath@0.1.1
111033 silly lifecycle mpath@0.1.1~install: no script for install, continuing
111034 silly install mpromise@0.4.3 /media/ram/Main Drive/hackathon-revamped/node_modules/.staging/mpromise-9ee522d9
111035 info lifecycle mpromise@0.4.3~install: mpromise@0.4.3
111036 silly lifecycle mpromise@0.4.3~install: no script for install, continuing
111037 silly install debug@2.2.0 /media/ram/Main Drive/hackathon-revamped/node_modules/.staging/debug-25850f7b
111038 info lifecycle debug@2.2.0~install: debug@2.2.0
111039 silly lifecycle debug@2.2.0~install: no script for install, continuing
111040 silly install media-typer@0.3.0 /media/ram/Main Drive/hackathon-revamped/node_modules/.staging/media-typer-8164c7a2
111041 info lifecycle media-typer@0.3.0~install: media-typer@0.3.0
111042 silly lifecycle media-typer@0.3.0~install: no script for install, continuing
111043 silly install object-assign@3.0.0 /media/ram/Main Drive/hackathon-revamped/node_modules/.staging/object-assign-b693fff1
111044 info lifecycle object-assign@3.0.0~install: object-assign@3.0.0
111045 silly lifecycle object-assign@3.0.0~install: no script for install, continuing
111046 silly install type-is@1.6.13 /media/ram/Main Drive/hackathon-revamped/node_modules/.staging/type-is-3d6d4d33
111047 info lifecycle type-is@1.6.13~install: type-is@1.6.13
111048 silly lifecycle type-is@1.6.13~install: no script for install, continuing
111049 silly install isarray@0.0.1 /media/ram/Main Drive/hackathon-revamped/node_modules/.staging/isarray-e2d49eee
111050 info lifecycle isarray@0.0.1~install: isarray@0.0.1
111051 silly lifecycle isarray@0.0.1~install: no script for install, continuing
111052 silly install readable-stream@1.1.14 /media/ram/Main Drive/hackathon-revamped/node_modules/.staging/readable-stream-8b9bbfe5
111053 info lifecycle readable-stream@1.1.14~install: readable-stream@1.1.14
111054 silly lifecycle readable-stream@1.1.14~install: no script for install, continuing
111055 silly install muri@1.1.0 /media/ram/Main Drive/hackathon-revamped/node_modules/.staging/muri-7505abcb
111056 info lifecycle muri@1.1.0~install: muri@1.1.0
111057 silly lifecycle muri@1.1.0~install: no script for install, continuing
111058 silly install nan@1.8.4 /media/ram/Main Drive/hackathon-revamped/node_modules/.staging/nan-0009ace5
111059 info lifecycle nan@1.8.4~install: nan@1.8.4
111060 silly lifecycle nan@1.8.4~install: no script for install, continuing
111061 silly install kerberos@0.0.11 /media/ram/Main Drive/hackathon-revamped/node_modules/.staging/kerberos-366b1c62
111062 info lifecycle kerberos@0.0.11~install: kerberos@0.0.11
111063 verbose lifecycle kerberos@0.0.11~install: unsafe-perm in lifecycle true
111064 verbose lifecycle kerberos@0.0.11~install: PATH: /usr/lib/node_modules/npm/bin/node-gyp-bin:/media/ram/Main Drive/hackathon-revamped/node_modules/kerberos/node_modules/.bin:/media/ram/Main Drive/hackathon-revamped/node_modules/.bin:/usr/bin:/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin:/usr/games:/usr/local/games:/home/ram/.rvm/bin:/home/ram/.rvm/bin
111065 verbose lifecycle kerberos@0.0.11~install: CWD: /media/ram/Main Drive/hackathon-revamped/node_modules/kerberos
111066 silly lifecycle kerberos@0.0.11~install: Args: [ '-c', '(node-gyp rebuild 2> builderror.log) || (exit 0)' ]
111067 silly lifecycle kerberos@0.0.11~install: Returned: code: 0  signal: null
111068 silly install bson@0.2.22 /media/ram/Main Drive/hackathon-revamped/node_modules/.staging/bson-350760a2
111069 info lifecycle bson@0.2.22~install: bson@0.2.22
111070 verbose lifecycle bson@0.2.22~install: unsafe-perm in lifecycle true
111071 verbose lifecycle bson@0.2.22~install: PATH: /usr/lib/node_modules/npm/bin/node-gyp-bin:/media/ram/Main Drive/hackathon-revamped/node_modules/bson/node_modules/.bin:/media/ram/Main Drive/hackathon-revamped/node_modules/.bin:/usr/bin:/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin:/usr/games:/usr/local/games:/home/ram/.rvm/bin:/home/ram/.rvm/bin
111072 verbose lifecycle bson@0.2.22~install: CWD: /media/ram/Main Drive/hackathon-revamped/node_modules/bson
111073 silly lifecycle bson@0.2.22~install: Args: [ '-c', '(node-gyp rebuild 2> builderror.log) || (exit 0)' ]
111074 silly lifecycle bson@0.2.22~install: Returned: code: 0  signal: null
111075 silly install mongodb@1.4.38 /media/ram/Main Drive/hackathon-revamped/node_modules/.staging/mongodb-52e58fbf
111076 info lifecycle mongodb@1.4.38~install: mongodb@1.4.38
111077 silly lifecycle mongodb@1.4.38~install: no script for install, continuing
111078 silly install mongodb@1.4.40 /media/ram/Main Drive/hackathon-revamped/node_modules/.staging/mongodb-65049c61
111079 info lifecycle mongodb@1.4.40~install: mongodb@1.4.40
111080 silly lifecycle mongodb@1.4.40~install: no script for install, continuing
111081 silly install natives@1.1.0 /media/ram/Main Drive/hackathon-revamped/node_modules/.staging/natives-4aeb58d4
111082 info lifecycle natives@1.1.0~install: natives@1.1.0
111083 silly lifecycle natives@1.1.0~install: no script for install, continuing
111084 silly install graceful-fs@3.0.11 /media/ram/Main Drive/hackathon-revamped/node_modules/.staging/graceful-fs-144459e5
111085 info lifecycle graceful-fs@3.0.11~install: graceful-fs@3.0.11
111086 silly lifecycle graceful-fs@3.0.11~install: no script for install, continuing
111087 silly install graceful-fs@3.0.11 /media/ram/Main Drive/hackathon-revamped/node_modules/.staging/graceful-fs-177662f7
111088 info lifecycle graceful-fs@3.0.11~install: graceful-fs@3.0.11
